target,model,kfold_R2,kfold_R2_sd,kfold_MAE,loo_R2,loo_MAE,insample_R2,overfit_gap,groupSOD_R2,groupSOD_MAE
velocity_ms,0 mean-only,-0.06877026989722065,0.06111814491061411,87.991484375,-0.05193951347797521,87.53846153846155,0.0,0.05193951347797521,-0.7378575361137505,113.8
velocity_ms,1 linear,0.9369797831481105,0.00521859578125545,18.05963946256128,0.9383012588538533,17.642488794797032,0.949294268902363,0.010993010048509722,0.8597644503042845,28.32662174222246
velocity_ms,2 ridge,0.9373687697760346,0.005060205146191846,18.011969298109012,0.9383634863978183,17.63855808238339,0.9492374103134236,0.010873923915605266,0.8617576901288244,28.273575076622343
velocity_ms,3 ridge+poly2,0.9491687762886023,0.0074700751897971325,16.9458796998426,0.9543093774075075,16.411948421999572,0.9717091000955645,0.017399722688057007,-0.043475939175880995,83.48657642380608
temperature_K,0 mean-only,-0.07793706385321274,0.06614859571458885,121.38062500000001,-0.05193951347797454,120.32307692307691,0.0,0.05193951347797454,-0.6714613420634183,155.40000000000003
temperature_K,1 linear,0.6885186734595654,0.019987460062773653,60.945542975705244,0.6967662389268423,59.785391064991835,0.7486279440278318,0.05186170510098953,0.22220579311234967,99.04416773098686
temperature_K,2 ridge,0.6887767756586303,0.01895960466864432,60.50608783960168,0.6965481128895079,59.37633096590662,0.7472268701658529,0.050678757276344966,0.24164978205383747,97.72327226627172
temperature_K,3 ridge+poly2,0.6531450602039863,0.03761250610106059,63.60645347966516,0.6620939041914403,65.46510923698402,0.8139462954677065,0.15185239127626615,-7.574753848482336,333.14962246251446
